song,artist
Ultralight Beam,Kanye West
Faded,Alan Walker
Ain't Your Mama,Jennifer Lopez
Lights Come On,Jason Aldean
If It Ain't Love,Jason Derulo
Noise,Kenny Chesney
Victorious,Panic! At The Disco
Record Year,Eric Church
Come And See Me,PARTYNEXTDOOR Featuring Drake
Fast Car,Jonas Blue Featuring Dakota
New Level,A$AP Ferg Featuring Future
Work,Rihanna Featuring Drake
7 Years,Lukas Graham
No,Meghan Trainor
Pillowtalk,Zayn
Panda,Desiigner
Love Yourself,Justin Bieber
My House,Flo Rida
I Took A Pill In Ibiza,Mike Posner
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
"Me, Myself & I",G-Eazy x Bebe Rexha
Stressed Out,twenty one pilots
Cake By The Ocean,DNCE
Dangerous Woman,Ariana Grande
Sorry,Justin Bieber
Never Forget You,Zara Larsson & MNEK
Pop Style,Drake Featuring The Throne
2 Phones,Kevin Gates
Hands To Myself,Selena Gomez
Oui,Jeremih
One Call Away,Charlie Puth
One Dance,Drake Featuring WizKid & Kyla
Don't Let Me Down,The Chainsmokers Featuring Daya
Jumpman,Drake & Future
Middle,DJ Snake Featuring Bipolar Sunshine
Hello,Adele
Roses,The Chainsmokers Featuring Rozes
Stitches,Shawn Mendes
Don't,Bryson Tiller
Low Life,Future Featuring The Weeknd
Humble And Kind,Tim McGraw
Exchange,Bryson Tiller
Down In The DM,Yo Gotti Featuring Nicki Minaj
Close,Nick Jonas Featuring Tove Lo
Famous,Kanye West
You Should Be Here,Cole Swindell
Die A Happy Man,Thomas Rhett
Father Stretch My Hands Pt_ 1,Kanye West
Let It Go,James Bay
Somewhere On A Beach,Dierks Bentley
Came Here To Forget,Blake Shelton
Think Of You,Chris Young Duet With Cassadee Pope
The Hills,The Weeknd
Lights Come On,Jason Aldean
Back To Sleep,Chris Brown
Summer Sixteen,Drake
Youth,Troye Sivan
Needed Me,Rihanna
Drunk On Your Love,Brett Eldredge
The Sound Of Silence,Disturbed
Hotline Bling,Drake
Lost Boy,Ruth B
Snapback,Old Dominion
Confession,Florida Georgia Line
Pt_ 2,Kanye West
Cheap Thrills,Sia Featuring Sean Paul
Cut It,O_T_ Genasis Featuring Young Dolph
Company,Justin Bieber
My Church,Maren Morris
I Like The Sound Of That,Rascal Flatts
Wild Things,Alessia Cara
Really Really,Kevin Gates
New Romantics,Taylor Swift
T-Shirt,Thomas Rhett
Promise,Kid Ink Featuring Fetty Wap
Team,Iggy Azalea
"Huntin', Fishin' & Lovin' Every Day",Luke Bryan
Ultralight Beam,Kanye West
Nobody To Blame,Chris Stapleton
That Don't Sound Like You,Lee Brice
When We Were Young,Adele
Waves,Kanye West
Piece By Piece,Kelly Clarkson
Might Not,Belly Featuring The Weeknd
Wasted Time,Keith Urban
Try Everything,Shakira
Best Friend,Young Thug
Acquainted,The Weeknd
Little Bit Of You,Chase Bryant
Mind Reader,Dustin Lynch
Kiss It Better,Rihanna
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared"
Sugar,Robin Schulz Featuring Francesco Yates
Might Be,DJ Luke Nasty
FML,Kanye West
Jimmy Choo,Fetty Wap
Light It Up,Major Lazer Featuring Nyla & Fuse ODG
Ride,twenty one pilots
Body,Dreezy Featuring Jeremih
Head Over Boots,Jon Pardi
Tennessee Whiskey,Chris Stapleton
Saved,Ty Dolla $ign Featuring E-40
Real Friends,Kanye West
Noise,Kenny Chesney
Beautiful Drug,Zac Brown Band
Heartbeat,Carrie Underwood
Victorious,Panic! At The Disco
Come And See Me,PARTYNEXTDOOR Featuring Drake
Never Be Like You,Flume Featuring Kai
Feedback,Kanye West
Record Year,Eric Church
Work,Rihanna Featuring Drake
7 Years,Lukas Graham
No,Meghan Trainor
Pillowtalk,Zayn
Love Yourself,Justin Bieber
My House,Flo Rida
Stressed Out,twenty one pilots
"Me, Myself & I",G-Eazy x Bebe Rexha
I Took A Pill In Ibiza,Mike Posner
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
Cake By The Ocean,DNCE
Dangerous Woman,Ariana Grande
Sorry,Justin Bieber
Panda,Desiigner
Never Forget You,Zara Larsson & MNEK
One Call Away,Charlie Puth
Hands To Myself,Selena Gomez
2 Phones,Kevin Gates
Hello,Adele
Roses,The Chainsmokers Featuring Rozes
Oui,Jeremih
Middle,DJ Snake Featuring Bipolar Sunshine
Stitches,Shawn Mendes
Don't,Bryson Tiller
Don't Let Me Down,The Chainsmokers Featuring Daya
Down In The DM,Yo Gotti Featuring Nicki Minaj
Close,Nick Jonas Featuring Tove Lo
Low Life,Future Featuring The Weeknd
Exchange,Bryson Tiller
Let It Go,James Bay
You Should Be Here,Cole Swindell
Jumpman,Drake & Future
The Hills,The Weeknd
Youth,Troye Sivan
Drunk On Your Love,Brett Eldredge
Summer Sixteen,Drake
Back To Sleep,Chris Brown
Hotline Bling,Drake
Cheap Thrills,Sia Featuring Sean Paul
679,Fetty Wap Featuring Remy Boyz
What Do You Mean_,Justin Bieber
Say It,Tory Lanez
Somewhere On A Beach,Dierks Bentley
Humble And Kind,Tim McGraw
Die A Happy Man,Thomas Rhett
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
Lost Boy,Ruth B
Came Here To Forget,Blake Shelton
White Iverson,Post Malone
My Church,Maren Morris
The Sound Of Silence,Disturbed
I Like The Sound Of That,Rascal Flatts
Think Of You,Chris Young Duet With Cassadee Pope
Really Really,Kevin Gates
Snapback,Old Dominion
Confession,Florida Georgia Line
Company,Justin Bieber
When We Were Young,Adele
Needed Me,Rihanna
Wild Things,Alessia Cara
New Romantics,Taylor Swift
Cut It,O_T_ Genasis Featuring Young Dolph
T-Shirt,Thomas Rhett
That Don't Sound Like You,Lee Brice
Try Everything,Shakira
Best Friend,Young Thug
Promise,Kid Ink Featuring Fetty Wap
Sugar,Robin Schulz Featuring Francesco Yates
Jimmy Choo,Fetty Wap
Acquainted,The Weeknd
Team,Iggy Azalea
Noise,Kenny Chesney
Like I Would,Zayn
Mind Reader,Dustin Lynch
Stand By You,Rachel Platten
Beautiful Drug,Zac Brown Band
Might Not,Belly Featuring The Weeknd
Might Be,DJ Luke Nasty
Little Bit Of You,Chase Bryant
Heartbeat,Carrie Underwood
Nobody To Blame,Chris Stapleton
Piece By Piece,Kelly Clarkson
Saved,Ty Dolla $ign Featuring E-40
Light It Up,Major Lazer Featuring Nyla & Fuse ODG
Head Over Boots,Jon Pardi
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
With Them,Young Thug
Ride,twenty one pilots
Body,Dreezy Featuring Jeremih
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild
All The Way Up,"Fat Joe, Remy Ma & Jay Z Featuring French Montana & Infared"
"Huntin', Fishin' & Lovin' Every Day",Luke Bryan
Digits,Young Thug
Victorious,Panic! At The Disco
Moolah,Young Greatness
Something In The Way You Move,Ellie Goulding
New Level,A$AP Ferg Featuring Future
Fast Car,Jonas Blue Featuring Dakota
Uber Everywhere,MadeinTYO
Make Me Like You,Gwen Stefani
Work,Rihanna Featuring Drake
7 Years,Lukas Graham
Love Yourself,Justin Bieber
My House,Flo Rida
Stressed Out,twenty one pilots
No,Meghan Trainor
"Me, Myself & I",G-Eazy x Bebe Rexha
Pillowtalk,Zayn
Cake By The Ocean,DNCE
I Took A Pill In Ibiza,Mike Posner
Sorry,Justin Bieber
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
Dangerous Woman,Ariana Grande
One Call Away,Charlie Puth
Hands To Myself,Selena Gomez
Roses,The Chainsmokers Featuring Rozes
Never Forget You,Zara Larsson & MNEK
2 Phones,Kevin Gates
Hello,Adele
Middle,DJ Snake Featuring Bipolar Sunshine
Panda,Desiigner
Stitches,Shawn Mendes
Don't,Bryson Tiller
Oui,Jeremih
Down In The DM,Yo Gotti Featuring Nicki Minaj
Exchange,Bryson Tiller
Jumpman,Drake & Future
The Hills,The Weeknd
Low Life,Future Featuring The Weeknd
Back To Sleep,Chris Brown
Don't Let Me Down,The Chainsmokers Featuring Daya
You Should Be Here,Cole Swindell
Summer Sixteen,Drake
Hotline Bling,Drake
Let It Go,James Bay
Youth,Troye Sivan
What Do You Mean_,Justin Bieber
Say It,Tory Lanez
679,Fetty Wap Featuring Remy Boyz
Drunk On Your Love,Brett Eldredge
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
Team,Iggy Azalea
Be Alright,Ariana Grande
Die A Happy Man,Thomas Rhett
White Iverson,Post Malone
Hide Away,Daya
Here,Alessia Cara
Same Old Love,Selena Gomez
Ex's & Oh's,Elle King
When We Were Young,Adele
Humble And Kind,Tim McGraw
In The Night,The Weeknd
My Church,Maren Morris
Somewhere On A Beach,Dierks Bentley
Confession,Florida Georgia Line
I Like The Sound Of That,Rascal Flatts
Think Of You,Chris Young Duet With Cassadee Pope
Wild Things,Alessia Cara
Really Really,Kevin Gates
Snapback,Old Dominion
Came Here To Forget,Blake Shelton
New Romantics,Taylor Swift
Sugar,Robin Schulz Featuring Francesco Yates
Needed Me,Rihanna
Best Friend,Young Thug
Company,Justin Bieber
Lost Boy,Ruth B
Cut It,O_T_ Genasis Featuring Young Dolph
The Sound Of Silence,Disturbed
Promise,Kid Ink Featuring Fetty Wap
Cheap Thrills,Sia Featuring Sean Paul
Beautiful Drug,Zac Brown Band
Acquainted,The Weeknd
T-Shirt,Thomas Rhett
Heartbeat,Carrie Underwood
Adventure Of A Lifetime,Coldplay
Stand By You,Rachel Platten
Piece By Piece,Kelly Clarkson
Jimmy Choo,Fetty Wap
Make Me Like You,Gwen Stefani
Might Not,Belly Featuring The Weeknd
Nobody To Blame,Chris Stapleton
Might Be,DJ Luke Nasty
Mind Reader,Dustin Lynch
Little Bit Of You,Chase Bryant
Try Everything,Shakira
Something In The Way You Move,Ellie Goulding
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
Saved,Ty Dolla $ign Featuring E-40
That Don't Sound Like You,Lee Brice
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild
Head Over Boots,Jon Pardi
Like I Would,Zayn
Backroad Song,Granger Smith
Light It Up,Major Lazer Featuring Nyla & Fuse ODG
Ride,twenty one pilots
Something New,Zendaya Featuring Chris Brown
Body,Dreezy Featuring Jeremih
Sorry Not Sorry,Bryson Tiller
Fast Car,Jonas Blue Featuring Dakota
Work,Rihanna Featuring Drake
Love Yourself,Justin Bieber
7 Years,Lukas Graham
Stressed Out,twenty one pilots
My House,Flo Rida
Pillowtalk,Zayn
"Me, Myself & I",G-Eazy x Bebe Rexha
Sorry,Justin Bieber
Cake By The Ocean,DNCE
Dangerous Woman,Ariana Grande
I Took A Pill In Ibiza,Mike Posner
No,Meghan Trainor
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
One Call Away,Charlie Puth
Hands To Myself,Selena Gomez
Hello,Adele
Roses,The Chainsmokers Featuring Rozes
2 Phones,Kevin Gates
Never Forget You,Zara Larsson & MNEK
Stitches,Shawn Mendes
Don't,Bryson Tiller
Down In The DM,Yo Gotti Featuring Nicki Minaj
Youth,Troye Sivan
Jumpman,Drake & Future
The Hills,The Weeknd
Middle,DJ Snake Featuring Bipolar Sunshine
Oui,Jeremih
Hotline Bling,Drake
Back To Sleep,Chris Brown
Exchange,Bryson Tiller
Summer Sixteen,Drake
You Should Be Here,Cole Swindell
Panda,Desiigner
When We Were Young,Adele
Low Life,Future Featuring The Weeknd
What Do You Mean_,Justin Bieber
Say It,Tory Lanez
Let It Go,James Bay
Here,Alessia Cara
679,Fetty Wap Featuring Remy Boyz
Hide Away,Daya
Came Here To Forget,Blake Shelton
Die A Happy Man,Thomas Rhett
Drunk On Your Love,Brett Eldredge
Same Old Love,Selena Gomez
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
In The Night,The Weeknd
Ex's & Oh's,Elle King
White Iverson,Post Malone
Can't Feel My Face,The Weeknd
Sugar,Robin Schulz Featuring Francesco Yates
Beautiful Drug,Zac Brown Band
My Church,Maren Morris
Don't Let Me Down,The Chainsmokers Featuring Daya
Like I Would,Zayn
Heartbeat,Carrie Underwood
Best Friend,Young Thug
Humble And Kind,Tim McGraw
Somewhere On A Beach,Dierks Bentley
Confession,Florida Georgia Line
Stand By You,Rachel Platten
Really Really,Kevin Gates
Try Everything,Shakira
Snapback,Old Dominion
Adventure Of A Lifetime,Coldplay
Wild Things,Alessia Cara
I Like The Sound Of That,Rascal Flatts
Think Of You,Chris Young Duet With Cassadee Pope
New Romantics,Taylor Swift
Piece By Piece,Kelly Clarkson
Needed Me,Rihanna
Something In The Way You Move,Ellie Goulding
The Sound Of Silence,Disturbed
Cut It,O_T_ Genasis Featuring Young Dolph
Promise,Kid Ink Featuring Fetty Wap
Acquainted,The Weeknd
Company,Justin Bieber
Jimmy Choo,Fetty Wap
Lost Boy,Ruth B
T-Shirt,Thomas Rhett
Nobody To Blame,Chris Stapleton
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
Might Not,Belly Featuring The Weeknd
Might Be,DJ Luke Nasty
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild
Mind Reader,Dustin Lynch
Cheap Thrills,Sia Featuring Sean Paul
Little Bit Of You,Chase Bryant
Backroad Song,Granger Smith
Saved,Ty Dolla $ign Featuring E-40
We Went,Randy Houser
That Don't Sound Like You,Lee Brice
Something New,Zendaya Featuring Chris Brown
Head Over Boots,Jon Pardi
Sorry Not Sorry,Bryson Tiller
Ride,twenty one pilots
Make Me Like You,Gwen Stefani
Light It Up,Major Lazer Featuring Nyla & Fuse ODG
Break On Me_,Keith Urban
Fast Car,Jonas Blue Featuring Dakota
Work,Rihanna Featuring Drake
Love Yourself,Justin Bieber
Stressed Out,twenty one pilots
My House,Flo Rida
7 Years,Lukas Graham
Pillowtalk,Zayn
"Me, Myself & I",G-Eazy x Bebe Rexha
Sorry,Justin Bieber
Cake By The Ocean,DNCE
I Took A Pill In Ibiza,Mike Posner
No,Meghan Trainor
Hello,Adele
Hands To Myself,Selena Gomez
Roses,The Chainsmokers Featuring Rozes
One Call Away,Charlie Puth
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
Stitches,Shawn Mendes
Down In The DM,Yo Gotti Featuring Nicki Minaj
Don't,Bryson Tiller
Piece By Piece,Kelly Clarkson
2 Phones,Kevin Gates
Never Forget You,Zara Larsson & MNEK
Jumpman,Drake & Future
The Hills,The Weeknd
Back To Sleep,Chris Brown
Exchange,Bryson Tiller
Hotline Bling,Drake
When We Were Young,Adele
Summer Sixteen,Drake
Say It,Tory Lanez
Middle,DJ Snake Featuring Bipolar Sunshine
Here,Alessia Cara
Oui,Jeremih
What Do You Mean_,Justin Bieber
Same Old Love,Selena Gomez
In The Night,The Weeknd
Hide Away,Daya
You Should Be Here,Cole Swindell
679,Fetty Wap Featuring Remy Boyz
Ex's & Oh's,Elle King
Die A Happy Man,Thomas Rhett
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
Low Life,Future Featuring The Weeknd
Sugar,Robin Schulz Featuring Francesco Yates
Can't Feel My Face,The Weeknd
White Iverson,Post Malone
Stand By You,Rachel Platten
Heartbeat,Carrie Underwood
Drunk On Your Love,Brett Eldredge
Let It Go,James Bay
My Church,Maren Morris
Something In The Way You Move,Ellie Goulding
Adventure Of A Lifetime,Coldplay
Came Here To Forget,Blake Shelton
Beautiful Drug,Zac Brown Band
Best Friend,Young Thug
Humble And Kind,Tim McGraw
Youth,Troye Sivan
Really Really,Kevin Gates
Confession,Florida Georgia Line
Somewhere On A Beach,Dierks Bentley
Snapback,Old Dominion
Don't Let Me Down,The Chainsmokers Featuring Daya
Think Of You,Chris Young Duet With Cassadee Pope
Backroad Song,Granger Smith
Try Everything,Shakira
I Like The Sound Of That,Rascal Flatts
Needed Me,Rihanna
Wild Things,Alessia Cara
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
Panda,Desiigner
New Romantics,Taylor Swift
Jimmy Choo,Fetty Wap
We Went,Randy Houser
The Sound Of Silence,Disturbed
Acquainted,The Weeknd
Nobody To Blame,Chris Stapleton
Untitled 02 l 06_23_2014_,Kendrick Lamar
Cut It,O_T_ Genasis Featuring Young Dolph
Break On Me_,Keith Urban
Might Be,DJ Luke Nasty
American Country Love Song,Jake Owen
T-Shirt,Thomas Rhett
Promise,Kid Ink Featuring Fetty Wap
Little Bit Of You,Chase Bryant
Lost Boy,Ruth B
Mind Reader,Dustin Lynch
Company,Justin Bieber
Untitled 07 l Levitate,Kendrick Lamar
Watch Out,2 Chainz
Cheap Thrills,Sia Featuring Sean Paul
That Don't Sound Like You,Lee Brice
Might Not,Belly Featuring The Weeknd
Saved,Ty Dolla $ign Featuring E-40
Something New,Zendaya Featuring Chris Brown
Get Ugly,Jason Derulo
Head Over Boots,Jon Pardi
Sorry Not Sorry,Bryson Tiller
Gotta Lotta,2 Chainz Featuring Lil Wayne
Work,Rihanna Featuring Drake
Love Yourself,Justin Bieber
Stressed Out,twenty one pilots
My House,Flo Rida
Sorry,Justin Bieber
Pillowtalk,Zayn
"Me, Myself & I",G-Eazy x Bebe Rexha
Piece By Piece,Kelly Clarkson
7 Years,Lukas Graham
Cake By The Ocean,DNCE
Hello,Adele
Work From Home,Fifth Harmony Featuring Ty Dolla $ign
Roses,The Chainsmokers Featuring Rozes
I Took A Pill In Ibiza,Mike Posner
Hands To Myself,Selena Gomez
One Call Away,Charlie Puth
Stitches,Shawn Mendes
Down In The DM,Yo Gotti Featuring Nicki Minaj
Don't,Bryson Tiller
Back To Sleep,Chris Brown
The Hills,The Weeknd
Jumpman,Drake & Future
When We Were Young,Adele
Hotline Bling,Drake
2 Phones,Kevin Gates
Same Old Love,Selena Gomez
Oui,Jeremih
In The Night,The Weeknd
What Do You Mean_,Justin Bieber
Summer Sixteen,Drake
Hide Away,Daya
Say It,Tory Lanez
Here,Alessia Cara
Never Forget You,Zara Larsson & MNEK
679,Fetty Wap Featuring Remy Boyz
Exchange,Bryson Tiller
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
Die A Happy Man,Thomas Rhett
Can't Feel My Face,The Weeknd
Ex's & Oh's,Elle King
Adventure Of A Lifetime,Coldplay
Stand By You,Rachel Platten
You Should Be Here,Cole Swindell
White Iverson,Post Malone
Sugar,Robin Schulz Featuring Francesco Yates
Heartbeat,Carrie Underwood
Antidote,Travis Scott
Lean On,Major Lazer & DJ Snake Featuring MO
See You Again,Wiz Khalifa Featuring Charlie Puth
Middle,DJ Snake Featuring Bipolar Sunshine
Best Friend,Young Thug
Let It Go,James Bay
Something In The Way You Move,Ellie Goulding
Drunk On Your Love,Brett Eldredge
My Church,Maren Morris
Low Life,Future Featuring The Weeknd
Beautiful Drug,Zac Brown Band
Youth,Troye Sivan
It's You,Zayn
We Went,Randy Houser
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
Confession,Florida Georgia Line
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild
Really Really,Kevin Gates
Break On Me_,Keith Urban
Needed Me,Rihanna
Humble And Kind,Tim McGraw
Somewhere On A Beach,Dierks Bentley
Think Of You,Chris Young Duet With Cassadee Pope
Snapback,Old Dominion
Backroad Song,Granger Smith
I Like The Sound Of That,Rascal Flatts
Jimmy Choo,Fetty Wap
Nobody To Blame,Chris Stapleton
Acquainted,The Weeknd
Don't Let Me Down,The Chainsmokers Featuring Daya
Get Ugly,Jason Derulo
Might Be,DJ Luke Nasty
Hello Friday,Flo Rida Featuring Jason Derulo
Wild Things,Alessia Cara
The Sound Of Silence,Disturbed
Little Bit Of You,Chase Bryant
Promise,Kid Ink Featuring Fetty Wap
Mind Reader,Dustin Lynch
Cut It,O_T_ Genasis Featuring Young Dolph
Lost Boy,Ruth B
Perfect,One Direction
That Don't Sound Like You,Lee Brice
$ave Dat Money,Lil Dicky Featuring Fetty Wap & Rich Homie Quan
Saved,Ty Dolla $ign Featuring E-40
Cheap Thrills,Sia Featuring Sean Paul
T-Shirt,Thomas Rhett
Sorry Not Sorry,Bryson Tiller
Panda,Desiigner
Til It Happens To You,Lady Gaga
Might Not,Belly Featuring The Weeknd
Head Over Boots,Jon Pardi
Watch Out,2 Chainz
Walking On A Dream,Empire Of The Sun
History,One Direction
Work,Rihanna Featuring Drake
Love Yourself,Justin Bieber
Stressed Out,twenty one pilots
Sorry,Justin Bieber
My House,Flo Rida
Pillowtalk,Zayn
"Me, Myself & I",G-Eazy x Bebe Rexha
Hello,Adele
Cake By The Ocean,DNCE
Roses,The Chainsmokers Featuring Rozes
Hands To Myself,Selena Gomez
7 Years,Lukas Graham
Down In The DM,Yo Gotti Featuring Nicki Minaj
One Call Away,Charlie Puth
I Took A Pill In Ibiza,Mike Posner
Stitches,Shawn Mendes
Don't,Bryson Tiller
When We Were Young,Adele
In The Night,The Weeknd
Same Old Love,Selena Gomez
Hotline Bling,Drake
The Hills,The Weeknd
Hide Away,Daya
Jumpman,Drake & Future
What Do You Mean_,Justin Bieber
Here,Alessia Cara
Say It,Tory Lanez
Oui,Jeremih
2 Phones,Kevin Gates
679,Fetty Wap Featuring Remy Boyz
Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
Summer Sixteen,Drake
Adventure Of A Lifetime,Coldplay
Ex's & Oh's,Elle King
Let It Go,James Bay
Back To Sleep,Chris Brown
Exchange,Bryson Tiller
Can't Feel My Face,The Weeknd
Die A Happy Man,Thomas Rhett
Antidote,Travis Scott
Stand By You,Rachel Platten
White Iverson,Post Malone
Something In The Way You Move,Ellie Goulding
Heartbeat,Carrie Underwood
See You Again,Wiz Khalifa Featuring Charlie Puth
Wildest Dreams,Taylor Swift
Sugar,Robin Schulz Featuring Francesco Yates
Best Friend,Young Thug
Lean On,Major Lazer & DJ Snake Featuring MO
You Should Be Here,Cole Swindell
I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
Drunk On Your Love,Brett Eldredge
Low Life,Future Featuring The Weeknd
Break On Me_,Keith Urban
My Church,Maren Morris
Home Alone Tonight,Luke Bryan Featuring Karen Fairchild
Middle,DJ Snake Featuring Bipolar Sunshine
Never Forget You,Zara Larsson & MNEK
Beautiful Drug,Zac Brown Band
Backroad Song,Granger Smith
Really Really,Kevin Gates
Confession,Florida Georgia Line
We Went,Randy Houser
Needed Me,Rihanna
Get Ugly,Jason Derulo
Jimmy Choo,Fetty Wap
Youth,Troye Sivan
Make Me Like You,Gwen Stefani
Dibs,Kelsea Ballerini
Nobody To Blame,Chris Stapleton
Snapback,Old Dominion
I Like The Sound Of That,Rascal Flatts
Humble And Kind,Tim McGraw
Think Of You,Chris Young Duet With Cassadee Pope
Lost Boy,Ruth B
Acquainted,The Weeknd
Out Of The Woods,Taylor Swift
Somewhere On A Beach,Dierks Bentley
Perfect,One Direction
Might Be,DJ Luke Nasty
Don't Let Me Down,The Chainsmokers Featuring Daya
Promise,Kid Ink Featuring Fetty Wap
Little Bit Of You,Chase Bryant
Hollow,Tori Kelly
Mind Reader,Dustin Lynch
Sorry Not Sorry,Bryson Tiller
Look At My Dab,Migos
The Sound Of Silence,Disturbed
Watch Out,2 Chainz
Walking On A Dream,Empire Of The Sun
